sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
l_shape_strong_noise_hard_mixed,strong_noise,0,1851,0.054721547593519534,0.05141805011586894,0.9739900959327403,79.22105891728407,0.07518956837795758,0,0.11125480683764105,0
l_shape_strong_noise_hard_mixed,strong_noise,6,2686,0.05618173724554748,0.048654249484533764,0.9919047467550117,178.06536913315637,-0.054488115284159755,0,0.1333188964681004,0
l_shape_strong_noise_hard_mixed,strong_noise,9,1454,0.0539223409901709,0.010073083729087693,0.8685949141409759,44.08505634006251,0.19237167389770546,0,0.08958610649771773,0
l_shape_strong_noise_hard_mixed,strong_noise,11,393,0.10814297222387276,0.08794649186961491,0.8778001172971001,85.1984894541694,-0.04805725525157884,0,0.0655046909758657,1
l_shape_strong_noise_hard_mixed,strong_noise,12,1303,0.09918089716182105,0.09246883569676768,0.8215715754794297,64.53194084379214,-0.491205227007001,0,0.06358240320243157,1
l_shape_strong_noise_hard_mixed,strong_noise,19,2671,0.11719555384951655,0.11080081773679641,0.8931054973479885,52.33992810826515,-0.12348091986641124,0,0.07085529764794202,1
l_shape_strong_noise_hard_mixed,strong_noise,22,816,0.05331385161061624,0.026156302740773518,0.6826443603349653,75.63159241228323,0.05260989456583462,0,0.1111156928943746,0
l_shape_strong_noise_hard_mixed,strong_noise,26,523,0.05710051238145855,0.0036296110966381016,0.4858305490876794,122.346378971509,-0.12348091986641124,0,0.13039130775762905,0
l_shape_strong_noise_hard_mixed,strong_noise,27,2033,0.09978673872928435,0.08570243478530566,0.8516496632688371,56.43165015781273,-0.06252029246527138,0,0.14865822789495917,0
l_shape_strong_noise_hard_mixed,strong_noise,33,1541,0.030844235102344,0.005286016142981043,0.426160387704258,73.85369478603168,-0.009367743970421588,0,0.06635655439655107,1
l_shape_strong_noise_hard_mixed,strong_noise,36,2078,0.07805737541247891,0.07113281220012149,0.9857757282908431,164.3324033005023,-0.10327821992985482,0,0.09206909866917169,0
l_shape_strong_noise_hard_mixed,strong_noise,38,3048,0.08512770703627777,0.05875113675237552,0.6295880659098254,146.8572494225885,-0.14979818145225654,0,0.13530278973290943,0
l_shape_strong_noise_hard_mixed,strong_noise,39,2425,0.016008209493548656,0.0012201926105846524,0.9955201462787954,101.26042008723937,0.19237171764761588,1,0.08293139161608855,0
l_shape_strong_noise_hard_mixed,strong_noise,40,695,0.025530784805832138,0.01617827511887263,0.9998989663247769,55.86371960168927,0.058840459206635304,1,0.08854683299209992,0
l_shape_strong_noise_hard_mixed,strong_noise,42,168,0.07313432719849983,0.06392442093058914,0.9952380099960438,86.66703806870719,-0.06405755754573851,0,0.07729907921121375,1
l_shape_strong_noise_hard_mixed,strong_noise,43,1687,0.03621344224704221,0.02521411074367975,0.9883158483782833,181.93720229087117,-0.1310280781961372,0,0.11926845745611617,0
l_shape_strong_noise_hard_mixed,strong_noise,44,1988,0.081213349241225,0.07094427393312557,0.2677224817956716,54.35322389436365,0.06864444292868532,0,0.17645466661870407,0
l_shape_strong_noise_hard_mixed,strong_noise,47,334,0.024740525150843233,0.009363066046571706,0.7308130093743284,57.73032254761153,-0.36101291075525094,1,0.09930741641532008,0
l_shape_strong_noise_hard_mixed,strong_noise,48,64,0.0723411406650641,0.0523607208536848,0.9996886001235674,100.68454741873694,-0.0769609300251777,0,0.09629051094465749,0
