sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
boxes_cylinder_added_outliers_hard_mixed,added_outliers,9,2713,0.3742926504318606,0.3677049883244289,0.22521809086514774,131.16196912059738,-3.2958108663683223,0,0.3366266095020764,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,18,508,0.04958875703738351,0.04845980683986085,0.992229594487953,79.79600101798651,0.08486190213634091,1,0.058833808779416595,1
boxes_cylinder_added_outliers_hard_mixed,added_outliers,25,2601,0.23500564784069528,0.23474649924544994,0.13097417843161216,84.3701171244485,-1.9836388342704172,0,0.1702819027138694,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,38,218,0.09028278074871482,0.05796075993750516,0.34769027049311335,98.28011461633292,-1.9348526129083832,1,0.17607825614477945,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,41,3022,0.20451424720483974,0.20362648873496772,0.04817224959357681,182.52740907660723,-3.2958108663683223,0,0.25262031786563527,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,44,1917,0.4514782014828305,0.4434213408744094,0.22267959930694897,185.33212494802473,-2.602677185535008,0,0.6598814551681622,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,49,1393,0.16550879156661769,0.1603975758034541,0.657310647273414,86.22215736868912,-2.0746143857185304,0,0.18804514678974543,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,53,2968,0.4625628512197965,0.3427987306000817,0.2946847705177635,118.58850792875893,-2.0301626745310366,0,0.4975683224596967,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,58,1898,0.20149595255056957,0.19731184345768757,0.9257986279533372,128.42359867960315,-3.0822370041652354,0,0.2904624992674201,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,62,2162,0.2538676705708825,0.24520801266530834,0.12085375859236226,186.47017102740327,-3.534221677692298,0,0.3296473422581472,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,63,1395,0.027919787560283797,0.0019760872122400112,0.7627255643750046,78.95664691122606,-0.41722924118694704,1,0.10541154795495858,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,67,713,0.13634041607712669,0.1335849984806308,0.997550508276872,135.0672577578727,-2.8709409368357774,0,0.1692281806767262,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,72,2229,0.4739446955750046,0.4708809030611363,0.1007448595185384,236.18808779039367,-3.173208674710634,0,0.5797458741206637,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,80,565,0.5210218685896766,0.5129950338605854,0.9877298924085958,261.1062562574662,-2.640417476480854,0,0.5602512168117995,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,85,2416,0.3563533283163656,0.3326608888886799,0.3174110091353619,141.5818832611319,-2.7003197596997794,0,0.46878965144047485,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,88,3098,0.23024779187484032,0.23003929698754688,0.38739673929073865,104.8279473962318,-0.7796762108103411,0,0.16059600458469048,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,110,1839,0.2147359328527329,0.21297230317956156,0.20302956070242067,229.7813077190779,-2.2349568683220653,0,0.28020712505705825,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,114,904,0.1294574862277083,0.12314739655235368,0.9669106364522178,68.75102995720599,-1.0673579737386478,0,0.13187232067492372,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,116,2068,0.47173723182771865,0.47053894610301916,0.148557670875087,244.93646870790872,-3.12875696352314,0,0.4970616985805087,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,130,1448,0.2768084333759105,0.2647086316274088,0.41841375562908456,238.63071331921267,-2.289019995100583,0,0.2894488825472081,0
