sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
wall_column_strong_noise_hard_mixed,strong_noise,1,2983,0.022335241439954863,0.0038567919629309156,0.6463230995684032,60.55330631848913,0.34830640015081965,0,0.1326081880793563,0
wall_column_strong_noise_hard_mixed,strong_noise,4,2921,0.05745199089968197,0.048491492442492776,0.07422166496756771,81.28557497557486,-0.25869417087316326,1,0.11457563943129086,0
wall_column_strong_noise_hard_mixed,strong_noise,6,2509,0.025296971533613242,0.0003235385680485474,0.7445295698470924,48.276653978961214,-0.37194212935645776,1,0.10434854724635859,0
wall_column_strong_noise_hard_mixed,strong_noise,13,208,0.05478006828144166,0.05384865384582349,0.838344495575805,84.48824388894077,-0.0645384211377261,1,0.08857863122808537,0
wall_column_strong_noise_hard_mixed,strong_noise,15,163,0.0710220807765643,0.02114611510803534,0.23227013552606576,83.65014122937986,-0.4700030292465153,0,0.10947540431519354,0
wall_column_strong_noise_hard_mixed,strong_noise,16,1106,0.0419540232800482,0.001046064468063598,0.9842430175602058,48.1547992177134,-0.23889162494935318,1,0.06856583372542002,1
wall_column_strong_noise_hard_mixed,strong_noise,18,372,0.09481834844585062,0.09478544002535501,0.4525742291931252,48.568064878214166,-0.13353123472997278,0,0.04091839386175624,1
wall_column_strong_noise_hard_mixed,strong_noise,19,1862,0.0669965607690256,0.06653875493836582,0.992644054952239,93.60082971159578,0.31845332202815557,0,0.1124531489892067,0
wall_column_strong_noise_hard_mixed,strong_noise,22,2519,0.0634364952670874,0.040585651801529225,0.7600175855900643,73.18838171471172,0.6549252950131902,0,0.09725919102211246,0
wall_column_strong_noise_hard_mixed,strong_noise,24,3848,0.013582592181111344,0.007577988783232429,0.9995808456979371,60.34222305967458,0.34604121511054275,1,0.11596228550650702,0
wall_column_strong_noise_hard_mixed,strong_noise,29,4121,0.05448706257678059,0.04884972766389524,0.14659831618947128,38.56741549069053,0.620240005340365,0,0.13430290993357652,0
wall_column_strong_noise_hard_mixed,strong_noise,31,1194,0.12859742912910252,0.12530226623900173,0.9930519629567518,41.598807086865364,-0.13353128151350416,0,0.10208060006790341,0
wall_column_strong_noise_hard_mixed,strong_noise,33,948,0.04330687261576059,0.0037414134808937526,0.9236314984153973,68.21651578965168,-0.9284602306292906,1,0.09129329653515209,0
wall_column_strong_noise_hard_mixed,strong_noise,38,369,0.0539813346140327,0.04468538206400166,0.9598849966897988,46.65723126379057,0.18805210736509087,0,0.1200474269566961,0
wall_column_strong_noise_hard_mixed,strong_noise,44,3047,0.11478615212927133,0.10575816783096056,0.8590562825712627,78.81354958572042,-0.07290667154351695,0,0.04218328334344804,1
wall_column_strong_noise_hard_mixed,strong_noise,47,2527,0.10601557588195167,0.08682040969322027,0.04862560702506581,43.5184116854162,0.09699219409193813,0,0.10658512649102486,0
wall_column_strong_noise_hard_mixed,strong_noise,49,1337,0.08026755648773422,0.056404994413321065,0.9173078762137952,78.80044848127051,0.009569435631560038,0,0.08351236214425163,0
wall_column_strong_noise_hard_mixed,strong_noise,55,1496,0.09902508888322256,0.027439607550198003,0.851689045333006,47.51511081976476,-0.4017947683604147,0,0.11308249957734622,0
wall_column_strong_noise_hard_mixed,strong_noise,57,2361,0.066630437669008,0.05533495496162788,0.8704620321960099,83.86499984156005,0.0487900975028564,0,0.15040460870071837,0
wall_column_strong_noise_hard_mixed,strong_noise,59,1388,0.12197600999288578,0.1201900892458805,0.992503141463547,48.16338530961352,-0.28195116188092545,0,0.09351705843413659,0
wall_column_strong_noise_hard_mixed,strong_noise,60,2925,0.17016047419446204,0.048456493757247296,0.20990983703583532,51.190942571746646,0.19497246768106657,0,0.02007279669196713,1
wall_column_strong_noise_hard_mixed,strong_noise,61,3726,0.054369611700761954,0.04636191343800086,0.4845244732817278,51.336446864718816,-0.20763919170146625,0,0.10339395965064672,0
wall_column_strong_noise_hard_mixed,strong_noise,62,2055,0.06308928949581066,0.0607487251905908,0.9987879013343186,84.42392125108687,-0.1335311618556914,0,0.12275384844894499,0
