sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
boxes_cylinder_added_outliers_hard_mixed,added_outliers,0,2669,0.2699105729048735,0.2693351848332512,0.03846273477875748,126.07313807672882,-2.2349528498535918,0,0.2580052928096497,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,3,939,0.3434149416246077,0.3165105788622419,0.9212273513810685,211.40696415746206,-3.3699187670935418,0,0.4194731449592367,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,5,2430,0.2464714797341524,0.24637553983383476,0.9923957077318151,126.40871483907065,-3.821903553174518,0,0.33863690848179595,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,21,2774,0.3096189378176909,0.2803040264309971,0.012096475915810485,261.3153631795265,-2.4800749938773192,0,0.3710242742333258,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,25,1660,0.12534630391735788,0.07987958308006947,0.6206614626573917,104.58484657918434,-2.3891033233319208,0,0.23858017027855588,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,31,161,0.13051112138322418,0.10992417166315192,0.9529506852387425,40.63174643552961,-0.03774028036385954,0,0.07206003778846272,1
boxes_cylinder_added_outliers_hard_mixed,added_outliers,40,1192,0.22057776752905134,0.21183394457303303,0.14273132088924928,65.6417220617414,-1.6471746070933633,0,0.1878635954969271,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,41,2851,0.19248299732193824,0.19246693207876953,0.009908785503395063,168.42774943626839,-3.2958108663683223,0,0.257180735554679,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,54,3252,0.5252762352362803,0.501293310982001,0.027260772453044327,122.05344755596933,-2.373107082549709,0,0.5510078884575652,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,59,142,0.5132281213774065,0.4980189180150452,0.5399991553052271,303.0889325403048,-2.982153675933897,0,0.4931299415734844,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,63,2506,0.14468270317870774,0.14446348182859536,0.8541371811561257,80.13097978067276,-0.517312569418285,0,0.15810718588210682,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,77,1334,0.5474399617481367,0.5232898042046114,0.04641233563686721,205.5605592388218,-2.2349528498535918,0,0.4845700257856562,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,82,696,0.32549064406528466,0.3231775521198713,0.6943324785238574,194.57396375980642,-3.2565901932150005,0,0.3189337066217342,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,84,1119,0.294355215431404,0.2827913074942929,0.3748324136584525,233.74822289385378,-2.4800749938773192,0,0.27022178472781877,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,87,1382,0.23272592750329055,0.23192693124665548,0.025928350418021683,118.90963359487536,-3.3335511573141687,0,0.2692546861143525,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,88,1708,0.09474894423288592,0.07172015042355467,0.6896054773655946,70.46450251804433,-0.8261961701682458,0,0.20210593033693802,0
boxes_cylinder_added_outliers_hard_mixed,added_outliers,109,1620,0.4147412792535677,0.4140653999185967,0.4260461153138662,251.74105021587718,-2.563456512381686,0,0.5183719130083587,0
