sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
box_sphere_static_noise_medium_3,static_noise,0,1074,0.03663878120114076,0.013556228227426028,0.9388565913680054,119.46009860434665,0.2682637513007694,0,0.19734637317047757,0
box_sphere_static_noise_medium_3,static_noise,2,275,0.0402338310255004,0.03680901630996487,0.9962179476935616,95.5669788121269,0.015267455464140146,1,0.09674602182792925,0
box_sphere_static_noise_medium_3,static_noise,4,2166,0.1175736094809319,0.10888840662173058,0.996989921764696,135.45666268885415,0.015267455464140146,0,0.16236695913603008,0
box_sphere_static_noise_medium_3,static_noise,6,149,0.052709008192439406,0.039966352280863725,0.997999588190566,102.611923778506,0.0741079007252193,1,0.11535359188587897,0
box_sphere_static_noise_medium_3,static_noise,7,2135,0.021043859115591243,0.011082939209575107,0.9971588960073648,98.1819107394078,-0.3212043676655222,1,0.07174606338031929,1
box_sphere_static_noise_medium_3,static_noise,8,838,0.1443400697562126,0.10552902519942017,0.9907890368978303,61.15644025907608,0.12921163952604883,0,0.05828571754008458,1
box_sphere_static_noise_medium_3,static_noise,9,1350,0.13550838604302717,0.129099571531039,0.9965534562387839,84.17178484952605,-0.12449434343290522,0,0.1140672990326139,0
box_sphere_static_noise_medium_3,static_noise,10,1875,0.1500009081353851,0.14081097402807954,0.9368549457585315,41.06365397528262,-0.16705393651514971,0,0.13636975239804683,0
box_sphere_static_noise_medium_3,static_noise,14,66,0.07366241295367816,0.07146353941832333,0.9985950285662927,123.04966237691833,-0.04927100271052982,1,0.09129461762553356,0
box_sphere_static_noise_medium_3,static_noise,16,347,0.07531495342736998,0.07136113971930791,0.9481292541102339,111.45280939908125,0.3993410453415921,0,0.20156870427113383,0
box_sphere_static_noise_medium_3,static_noise,20,2799,0.10491713007026245,0.1040837386899529,0.996143843479199,76.29807543978839,0.10738264314398677,1,0.09801763541595569,0
box_sphere_static_noise_medium_3,static_noise,23,2811,0.07713374772512015,0.07673978979646376,0.9989151256687507,114.35377518792657,-0.2062746039704764,0,0.030368463357922374,1
box_sphere_static_noise_medium_3,static_noise,25,1578,0.03390604733462861,0.03097299428699777,0.9968314350622868,62.77838683090652,-0.2411618425313652,1,0.1692189389098166,0
box_sphere_static_noise_medium_3,static_noise,26,761,0.12089152999517018,0.12027000115541849,0.9986394323760921,91.46541439456004,0.1466033162973087,0,0.1139009138730766,0
