sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
wall_column_partial_overlap_hard_mixed,partial_overlap,0,3227,0.045765878321331874,0.041759134664638604,0.6413760911566759,72.95241372550906,-0.43531739746211334,1,0.14174432044631236,0
wall_column_partial_overlap_hard_mixed,partial_overlap,1,32,0.09321209828608443,0.08711016739159057,0.9927150799922536,35.794620361088285,0.0,0,0.04884297060542034,1
wall_column_partial_overlap_hard_mixed,partial_overlap,2,2226,0.09718807563524554,0.09086057976825664,0.8020778598860269,92.47954499186264,-0.2076390618940724,0,0.10638212078389227,0
wall_column_partial_overlap_hard_mixed,partial_overlap,3,527,0.031821640156073305,0.007810026267761583,0.7995931412391465,51.30383400078982,0.09531008434987502,0,0.1366930645692941,0
wall_column_partial_overlap_hard_mixed,partial_overlap,4,3272,0.041300178129344764,0.030922819595916046,0.534301847580424,34.43879432246786,0.4054647581084706,1,0.1283116191854519,0
wall_column_partial_overlap_hard_mixed,partial_overlap,8,3272,0.06881637934258214,0.02735968668188718,0.9162978924534302,29.38248835632669,0.26236402216002386,0,0.09665768053824597,0
wall_column_partial_overlap_hard_mixed,partial_overlap,9,2141,0.08646977535543525,0.08162962395472896,0.8919335139895846,33.33521107097734,-0.054067159866836856,0,0.08013522626543934,0
wall_column_partial_overlap_hard_mixed,partial_overlap,11,2823,0.05755393208465714,0.05553411649818355,0.8173164952905718,51.243469060700704,0.05715834521258001,1,0.15361652757729,0
wall_column_partial_overlap_hard_mixed,partial_overlap,13,1394,0.07880433649959996,0.06660569415108143,0.9453874113299041,43.75938015913678,0.05129323912445218,0,0.1685369311007484,0
wall_column_partial_overlap_hard_mixed,partial_overlap,14,3070,0.08491296062096929,0.07324334465265829,0.9035315037516435,60.18246899193384,0.2231433413144082,0,0.08410043875922048,0
wall_column_partial_overlap_hard_mixed,partial_overlap,15,3059,0.07568753482205576,0.07244256021807714,0.9368695199446984,92.65380818258592,-0.2076390618940724,0,0.10094395488235124,0
wall_column_partial_overlap_hard_mixed,partial_overlap,17,1042,0.06556036100710445,0.048012479151929924,0.9799351058853487,53.06301964189197,0.0,0,0.1141669658112039,0
wall_column_partial_overlap_hard_mixed,partial_overlap,21,560,0.09750609075482432,0.07627958606683917,0.9365369345193607,41.050333114796054,-0.2411616477266762,1,0.05941997894866995,1
wall_column_partial_overlap_hard_mixed,partial_overlap,23,856,0.06745966661359755,0.04275930545295138,0.672287248302698,40.14613985658692,0.3150808364298265,0,0.12833100323163615,0
wall_column_partial_overlap_hard_mixed,partial_overlap,24,3619,0.05540504718177365,0.014394647722324247,0.05309188071883084,65.12807903072651,-0.39465397110645845,0,0.1475728243906899,0
wall_column_partial_overlap_hard_mixed,partial_overlap,26,3431,0.08524240625578008,0.07782052305422857,0.7312962229172671,34.14748301891643,0.17327163097924378,0,0.07699087755642492,1
wall_column_partial_overlap_hard_mixed,partial_overlap,28,3115,0.05371736729692395,0.048099002737568314,0.6189368429631575,52.746772695399386,-0.18232138179412302,0,0.16257370028398702,0
wall_column_partial_overlap_hard_mixed,partial_overlap,29,1261,0.06573440705297916,0.04753914946685808,0.8319999632356454,43.818146987101926,-0.10536039899128888,0,0.06497608252664057,1
