sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
wall_column_strong_noise_hard_mixed,strong_noise,6,2509,0.032896722712795534,0.026703817614407745,0.7515142166993412,48.276653978961214,-0.37194212935645776,0,0.10434854724635859,0
wall_column_strong_noise_hard_mixed,strong_noise,7,3845,0.024927649780126352,0.006712905723738533,0.8220775624743154,38.12582502697372,-0.012903397842904755,1,0.08930281493724432,0
wall_column_strong_noise_hard_mixed,strong_noise,9,3036,0.026375286512486103,0.0032100604976763158,0.35151020259679533,58.80678417357077,-0.2447567212335847,1,0.14236527225828607,0
wall_column_strong_noise_hard_mixed,strong_noise,11,3376,0.025293889781519086,0.02240854593907193,0.9299314094809635,108.96251941486545,0.02061925148851199,1,0.062346350126146394,1
wall_column_strong_noise_hard_mixed,strong_noise,12,3100,0.03148241037155446,0.024618365500332254,0.9216451505582461,49.54926663101405,0.08961206868977754,1,0.04517773350233031,1
wall_column_strong_noise_hard_mixed,strong_noise,17,1000,0.07009079992373293,0.04599165568502507,0.9282342278683083,24.497264028610136,-0.07946407486313598,1,0.11107749092352245,0
wall_column_strong_noise_hard_mixed,strong_noise,23,1631,0.03568225864945965,0.020484409923228673,0.8806460524917035,33.97648558751466,0.15415051316077205,1,0.11602964832903931,0
wall_column_strong_noise_hard_mixed,strong_noise,27,2496,0.08055370057631003,0.04061243593160038,0.6696919781034668,87.53442523100314,-0.07290667154351695,0,0.16655738313226293,0
wall_column_strong_noise_hard_mixed,strong_noise,29,2040,0.03928998846240378,0.03731921132697383,0.13195393074643436,49.68710810460806,0.06062459240468441,0,0.08842702826121872,0
wall_column_strong_noise_hard_mixed,strong_noise,32,1556,0.15379671135531206,0.12858217955597548,0.9702233355599583,38.81902141713068,-0.39136004470791186,0,0.1388909627289262,0
wall_column_strong_noise_hard_mixed,strong_noise,33,948,0.05306270894120867,0.02843244814804576,0.9426466490996197,68.21651578965168,-0.9284602306292906,0,0.09129329653515209,0
wall_column_strong_noise_hard_mixed,strong_noise,35,474,0.16461741353644568,0.162913156289569,0.5984733053034819,41.43912666028079,-0.42121277757744213,0,0.11422533299459003,0
wall_column_strong_noise_hard_mixed,strong_noise,36,290,0.1019480642967948,0.078737044097294,0.8958497156402896,103.89290936244652,-0.4017947683604147,0,0.12351476789453424,0
wall_column_strong_noise_hard_mixed,strong_noise,37,3759,0.0246508951294066,0.021999631496925506,0.8694153886717662,31.512500645327265,-0.008368237905827258,0,0.04881134106089851,1
wall_column_strong_noise_hard_mixed,strong_noise,41,1859,0.0913416378142996,0.0853709125974913,0.7062230040150769,66.87737024664412,-0.17609083856521904,0,0.1080506263472994,0
wall_column_strong_noise_hard_mixed,strong_noise,42,751,0.07510453217748199,0.054599686223864706,0.9586509354134019,56.488660336808785,-0.3699196759525801,0,0.1435167386246703,0
wall_column_strong_noise_hard_mixed,strong_noise,44,2287,0.11428288690804678,0.11402699780107266,0.6308077461412284,103.52157765354978,-0.2960499603580369,0,0.1593290185749832,0
wall_column_strong_noise_hard_mixed,strong_noise,50,163,0.05442769227554062,0.022455069488037174,0.3468861219771781,62.95784664068546,0.0,1,0.12962976951646696,0
wall_column_strong_noise_hard_mixed,strong_noise,53,2920,0.031902363607879715,0.00930381098878209,0.9850727345413878,60.01378097892244,-0.1906895613667479,1,0.05514597409220786,1
wall_column_strong_noise_hard_mixed,strong_noise,54,3701,0.06430636469171137,0.04201013824347446,0.8106384135972068,46.22032300635477,0.17662338113399798,0,0.11285857812602443,0
wall_column_strong_noise_hard_mixed,strong_noise,56,2045,0.043491926239442875,0.04149418159335606,0.05718771541153195,63.714908889918654,-0.03822119236566326,0,0.08390695521885279,0
wall_column_strong_noise_hard_mixed,strong_noise,59,984,0.15707302842576928,0.1494151603810177,0.9565422359621838,42.495402816124184,-0.41116280558669677,0,0.10986171300868329,0
wall_column_strong_noise_hard_mixed,strong_noise,60,3270,0.04589470285476354,0.028885583505402906,0.2873318278647764,37.87365390711042,0.19497246768106657,1,0.07975341411092139,1
wall_column_strong_noise_hard_mixed,strong_noise,61,3880,0.06144294420089784,0.04939936050310208,0.988800172920376,37.48845224458261,0.08004263075053333,1,0.09918466852297504,0
wall_column_strong_noise_hard_mixed,strong_noise,66,4097,0.061553790916644625,0.03743709065501802,0.4963290205528615,74.17037984553265,-0.42121277757744213,0,0.06213009945728189,1
wall_column_strong_noise_hard_mixed,strong_noise,72,2441,0.025179053462497644,0.0014487781234311938,0.9689850334942374,45.235714713174865,0.2542338902641834,1,0.09111973670108102,0
wall_column_strong_noise_hard_mixed,strong_noise,76,269,0.07262426108364353,0.044962984645100415,0.7248623975927337,55.94193063303246,-0.26706251739217257,0,0.13741909126905918,0
