sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,0,585,0.2515225185251251,0.25010774055288243,0.2433868640424649,94.24875069679607,1.031471581792155,0,0.35011481579251363,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,1,901,0.2633924419934024,0.13722397171310874,0.0566796142854373,81.48522725474322,1.0089970799884111,0,0.2738400339882225,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,2,687,0.2659730485044205,0.23691181467558553,0.47325183062671417,117.1161738590984,-0.17824806415908936,0,0.34979027143054353,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,3,675,0.2682847587370092,0.14886750528143194,0.018179050543726316,101.61151242925646,0.21808850402336719,0,0.2744766115173759,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,4,174,0.13509956355522587,0.08213190341193807,0.04298736875558783,96.69591048112581,0.8472967175316934,0,0.30926302727309235,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,5,687,0.2760900426120392,0.25771119385041347,0.43255739309804153,125.60256897402017,-0.3083010501310202,0,0.35663476519129844,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,6,518,0.09593009483574552,0.040525531290309495,0.9242946462136401,110.83679350251937,-0.2029406511397313,0,0.3815886155906663,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,7,901,0.23888539535424044,0.045299867441743996,0.141862334529926,95.50613181953644,1.4418605474207122,0,0.3800778071583394,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,8,585,0.26673763039115705,0.24900592245502481,0.4088838383392681,95.16010359295176,1.0855387621267891,0,0.36580367713340767,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,9,680,0.22792517006759,0.11995105954342061,0.04779118895584175,93.58240153360757,1.0208323943532291,0,0.4409615734867728,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,10,292,0.055068044406761336,0.04607941148468979,0.9554002866926209,97.40933353024842,0.7786685425235853,0,0.4368768218493756,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,11,713,0.11156132784770065,0.1039725980370369,0.20778042873575095,186.45730732515491,0.47647531677334337,0,0.4928837630310114,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,12,292,0.09005416543858366,0.0701722111707331,0.4977473231529758,130.9443429305353,0.35667449393930617,0,0.4802965206656315,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,13,378,0.1671924729897879,0.07506457571966339,0.7892668084812013,88.4004407828006,0.9545106028781984,0,0.2956737106844547,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,14,119,0.276023751486757,0.007679277640553341,0.4226910563836358,102.65679770016462,0.36837054868192304,0,0.49730717825695514,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,15,659,0.2996389102236994,0.2986642037286222,0.9981964047931083,171.39542227437553,0.2670623834639389,0,0.2503319056947982,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,16,901,0.24398852943089713,0.019273073588808892,0.07937688852327801,95.46980453242205,1.544514590736024,0,0.3752196602694129,0
real_20260626_144015_pallet_rack_05_part1_refined_from_voxel005_medium,real_previous_registration,17,531,0.06893633538526527,0.05433871621165789,0.9930022977438935,52.426845638750784,-0.22314331131446885,0,0.358879285915389,0
