sample_id,scenario,source_index,target_index,distance_T0,point_to_plane_residual,normal_dot_abs,fpfh_distance,log_normalized_density_ratio,is_mutual_nn,label_distance,target_weight
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,0,1974,0.020731627985379395,0.006114673148629126,0.6344326897678271,112.21903398666139,-1.0592993751940643,1,0.07792288046167689,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,1,1289,0.025698314782060926,0.0031944495678977824,0.9984317993763215,147.88341084767836,-0.22884124515659027,1,0.051355153457080215,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,2,1241,0.03545584237995463,0.004891894166088772,0.9660136121818406,192.08698402015148,-0.4604337059223855,0,0.07755357515433538,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,3,1683,0.03991228355291285,0.018869537879676674,0.7477658974559079,171.65516131568066,-0.31121221327323945,0,0.06337913777189035,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,4,1763,0.015651549289172575,0.014808000532346766,0.8450213276498013,67.81575199319043,0.2274817671422092,1,0.07789355130083761,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,5,634,0.022883876764819594,0.00907364527255454,0.8282661680740424,162.3151418922116,-0.5438152035572373,1,0.09037724450386418,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,6,940,0.03422685155286932,0.027741300269766088,0.9996204556385769,168.6444160962795,-0.28145118139721365,1,0.0875536721899056,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,7,1091,0.014956923797537429,0.0068840010630316535,0.9510944864461425,154.7993373305302,-0.6104548555200562,1,0.07116473909990169,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,8,1343,0.030339765633125976,0.008138967010769,0.6246615916835225,196.20844285570936,-0.2703902720862479,1,0.06346103997973603,1
real_20260706_122711_metal_tab2_cluster009_part1_refined_from_identity_easy,real_previous_registration,9,1519,0.024158489530176797,0.014093308796187266,0.9926980539483664,144.4046480136201,-0.40101033490209304,1,0.08081935200707419,1
