epoch,train_loss,val_loss
1,0.8557631393658479,0.8147827090827656
2,0.8286982429420466,0.8050001167868036
3,0.823974719065369,0.8074868062892592
4,0.820284831455035,0.8187340701440252
5,0.8200141807376954,0.8163471565827468
6,0.8182019769153018,0.810462359842686
7,0.8175366498198268,0.8072305918537789
8,0.8158949974074965,0.8135771373987517
9,0.8161819150080861,0.8129440278732474
10,0.8140086254780283,0.811760988181215
11,0.8137280109015363,0.8160160167150229
12,0.8129570085784428,0.8140610478808442
13,0.8120679303451821,0.8091189901193622
14,0.8122414608128088,0.8147178276316069
15,0.8125332709562604,0.8138747885524029
16,0.8109151822265783,0.812336902940768
17,0.8123800771357128,0.8101375959963205
