epoch,train_loss,val_loss
1,0.8610921505758886,0.8257487510421988
2,0.8298589688679251,0.8122416225622298
3,0.8249784799769263,0.818021271682009
4,0.8209571350686128,0.8097775048679776
5,0.8195910459872293,0.804369327533676
6,0.818401480871441,0.8012061053650127
7,0.8178240023945774,0.8124936585285897
8,0.8179433109441907,0.8057442633821623
9,0.8170572277683812,0.8137944655086461
10,0.816186231149932,0.814665499860184
11,0.815515388042555,0.8046948095880838
12,0.8149416932353267,0.8110404190129864
13,0.8148080516217965,0.8146647929028176
14,0.8144869703522273,0.804299011287919
15,0.8136085362771398,0.8006984743088923
16,0.8132599099250298,0.8031643634659539
17,0.8129771610647896,0.8049488883101478
18,0.8120736635707488,0.8152280962929987
19,0.8123256787328627,0.8057021205045453
20,0.8115320167207735,0.8094969882543785
21,0.8111857464027534,0.8073524863844416
22,0.8117855095231448,0.8171536593711679
23,0.8104985269242876,0.8142559736608023
24,0.8099082143704501,0.8053235285572578
25,0.8096356807701287,0.8123056164068709
26,0.8097845375274583,0.8098026248345892
27,0.8100977426194189,0.8070973622272293
28,0.8092395902854668,0.8095953058366635
29,0.8099285495795646,0.8092811404461842
30,0.8094733142342407,0.8058494368550608
