epoch,train_loss,val_loss
1,0.8402545317633195,0.808451679966692
2,0.8094556604308644,0.8020696202117258
3,0.8032840492929383,0.7930130687808743
4,0.80116644808971,0.8036991909250059
5,0.7975846770724219,0.8033007798644083
6,0.7963103403330559,0.7959068284199928
7,0.7956139231144291,0.7955403775239229
8,0.7953237902158978,0.7994186440356955
9,0.7936659304219745,0.8057350827267422
10,0.7929219480573801,0.8038495146291247
11,0.7921429649775664,0.7965010161488241
12,0.7923286488635736,0.8021494925307123
13,0.7914457685747467,0.8010613957004212
14,0.7902465089882826,0.7977731895370778
15,0.7898474195806358,0.797640789591139
16,0.7888437188701866,0.8053293387748462
17,0.7891514580520785,0.7977401955187116
18,0.7889858598656327,0.8001092876796804
