epoch,train_loss,val_loss
1,0.8444957871648189,0.8094272988673155
2,0.8107147119612631,0.8048873219241253
3,0.8058188851156759,0.7996001223091431
4,0.8039132142990586,0.7983666199804222
5,0.8013105384031729,0.801622686295309
6,0.7993343572608458,0.7954670148811408
7,0.798302943389839,0.7986987291961576
8,0.7977471037741264,0.7971184230492765
9,0.7961895440374855,0.7973061727303485
10,0.7954252315156254,0.7931564791261945
11,0.7945963013370071,0.7966267677843846
12,0.7929247895115332,0.794023590528488
13,0.7929470947774333,0.8002866599725983
14,0.791898671126254,0.7956895762597461
15,0.7909506985003414,0.797459154868624
16,0.7904028449123491,0.7985921725912009
17,0.7899975089886788,0.7928051159052069
18,0.7891964526874758,0.7977838083737929
19,0.7889200428132048,0.7969904617118851
20,0.7886273524567339,0.7958797649562824
21,0.7886600447797227,0.8010165897924502
22,0.7886697952368757,0.7988936450445215
23,0.7879659102439068,0.79505278638481
24,0.7876466578856688,0.7992654884634537
25,0.7881395310176185,0.7975511799851837
26,0.7872359073278802,0.7952858685857147
27,0.7858666591768114,0.7969204054093982
28,0.7872858897733302,0.8015901587591626
29,0.7874475713281643,0.8010220585948579
30,0.7867980646498409,0.7947635212387377
31,0.7860282466887616,0.7970763180102091
32,0.7867450080561404,0.8009508505242352
